time,ethusdt,btcusdt
1681116761.2544847,1858.82,28306.96
1681116762.278498,1858.81,28306.96
1681116763.3031027,1858.81,28306.96
1681116764.3259766,1858.82,28306.97
1681116765.3483837,1858.81,28306.96
1681116766.3747323,1858.82,28306.97
1681116767.3990214,1858.81,28306.96
1681116768.4231265,1858.81,28306.96
1681116769.430113,1858.81,28306.97
1681116770.9827263,1858.81,28306.96
1681116773.0307484,1858.81,28306.96
1681116774.0547316,1858.82,28306.97
1681116775.591229,1858.81,28306.96
1681116776.6154022,1858.59,28303.61
1681116777.6394835,1858.59,28303.6
1681116779.174716,1858.59,28303.61
1681116780.0957513,1858.6,28303.61
1681116781.6357036,1858.59,28305.49
1681116783.1687138,1858.6,28306.8
1681116784.704483,1858.6,28306.8
1681116785.6571648,1858.6,28306.8
1681116786.6493227,1858.59,28306.81
1681116787.6740425,1858.52,28306.8
1681116789.2099314,1858.5,28306.8
1681116790.233691,1858.5,28306.8
1681116791.2572005,1858.18,28306.23
1681116792.2814238,1858.03,28303.7
1681116793.305667,1857.7,28303.7
1681116794.3298442,1857.69,28302.18
1681116795.3534093,1857.7,28301.38
1681116796.3774645,1857.7,28301.09
1681116797.4017127,1857.7,28300.01
1681116798.4265935,1857.7,28300.0
1681116799.9622335,1857.7,28294.34
1681116800.9865308,1857.46,28294.34
1681116841.9466834,1857.4,28300.24
1681116842.9700053,1857.41,28300.23
1681116843.9941776,1857.41,28300.24
1681116845.0180867,1857.4,28300.23
1681116846.0424964,1857.4,28300.24
1681116847.5799196,1857.4,28300.23
1681116848.6023118,1857.41,28300.24
1681116850.1375482,1857.41,28300.23
1681116851.1599605,1857.41,28300.23
1681116852.1862576,1857.41,28300.23
1681116853.209992,1857.41,28300.23
1681116854.2336495,1857.41,28300.24
1681116855.2566595,1857.4,28300.24
1681116856.2825155,1857.54,28300.24
1681116857.306352,1857.8,28300.23
1681116858.3304741,1857.8,28300.24
1681116859.3540099,1857.79,28300.23
1681116860.375725,1857.8,28300.23
1681116861.4033206,1857.8,28300.24
1681116862.427563,1857.79,28300.23
1681116863.4502842,1857.8,28300.23
1681116864.4739625,1857.8,28300.24
1681116866.522424,1857.8,28300.24
1681116867.5461502,1857.79,28300.23
1681116868.576211,1857.8,28300.23
1681116869.5941463,1857.8,28300.24
1681116870.6152573,1857.8,28300.24
1681116871.6430085,1857.8,28300.24
1681116872.6670828,1857.79,28300.24
1681116873.6916122,1857.78,28300.23
1681116874.7136886,1857.78,28300.23
1681116875.7394018,1857.78,28300.24
1681116877.2742898,1857.78,28300.23
1681116878.2948277,1857.79,28300.23
1681116879.3219914,1857.79,28300.24
1681116880.3466153,1857.79,28300.23
1681116881.3707368,1857.79,28300.23
1681116882.3939202,1857.78,28300.23
1681116883.4203336,1857.79,28300.23
1681116884.4421346,1857.78,28300.24
1681116885.4666164,1857.78,28300.23
1681116886.490048,1857.78,28300.23
1681116887.5186002,1857.78,28300.23
1681116888.5397851,1857.78,28300.24
1681116889.5654972,1857.78,28300.23
1681116890.5850937,1857.78,28300.23
1681116892.1234355,1857.79,28300.23
1681116894.172127,1857.78,28300.23
1681116895.805795,1857.78,28300.23
1681116897.3445375,1857.78,28300.24
1681116898.3682704,1857.79,28300.23
1681116900.4194667,1857.79,28300.24
1681116903.897228,1857.78,28300.23
1681116905.540393,1857.77,28300.24
1681116906.56127,1857.78,28300.24
1681116907.5848687,1857.77,28300.24
1681116908.6081333,1857.77,28300.23
1681116909.5715182,1857.77,28300.23
1681116910.5557477,1857.77,28300.23
1681116911.5786378,1857.77,28300.23
1681116912.6018631,1857.77,28300.23
1681116913.625848,1857.78,28300.24
1681116914.5876055,1857.77,28300.24
1681116915.5727556,1857.77,28300.23
1681116916.5969386,1857.78,28300.23
1681116917.6198304,1857.78,28300.24
1681116918.6440613,1857.77,28300.23
1681116919.667343,1857.77,28300.24
1681116920.6912916,1857.76,28300.23
1681116921.7153854,1857.77,28300.24
1681116922.7393317,1857.76,28300.8
1681116923.763496,1857.76,28300.8
1681116924.7873034,1857.76,28300.8
1681116925.8114138,1857.76,28300.79
1681116926.8355768,1857.77,28300.79
1681116927.8599474,1857.67,28300.79
1681116928.8833718,1857.65,28300.8
1681116929.9074438,1857.65,28300.8
1681116930.931435,1857.64,28300.8
1681116932.4659097,1857.65,28300.8
1681116933.492139,1857.64,28300.8
1681116934.515722,1857.64,28300.8
1681116935.5391998,1857.64,28300.8
1681116936.5665574,1857.65,28300.8
1681116937.5876706,1857.65,28300.79
1681116938.6118658,1857.65,28300.79
1681116939.6360128,1857.32,28300.79
1681116940.5966609,1857.32,28300.79
1681116942.2981477,1857.44,28300.8
1681116943.3220656,1857.45,28300.79
1681116944.3460996,1857.44,28300.79
1681116945.3697886,1857.44,28300.79
1681116946.393805,1857.44,28300.78
1681116947.4187615,1857.45,28300.79
1681116948.441925,1857.45,28300.78
1681116949.4666173,1857.45,28300.78
1681116950.492389,1857.45,28300.78
1681116951.5119956,1857.45,28300.78
1681116952.5376308,1857.44,28300.79
1681116954.0358446,1857.44,28300.79
1681116955.441065,1857.44,28300.79
1681116956.8144667,1857.45,28300.79
1681116958.7822952,1857.44,28300.79
1681116959.671246,1857.45,28300.79
1681116960.5563295,1857.45,28300.79
1681116961.4354393,1857.44,28300.79
1681116962.3020823,1857.44,28300.78
1681116963.181431,1857.44,28300.78
1681116964.0591478,1857.44,28300.78
1681116964.9679801,1857.45,28300.78
1681116965.9181867,1857.44,28300.78
1681116966.82091,1857.45,28300.79
1681116967.7929835,1857.44,28300.78
1681116968.8140566,1857.44,28300.78
1681116969.8038461,1857.44,28300.78
1681116971.2259228,1857.44,28300.78
1681116972.1801996,1857.44,28300.78
1681116973.1362607,1857.44,28300.78
1681116974.0941818,1857.44,28300.78
1681116975.1083612,1857.44,28300.78
1681116976.084709,1857.44,28300.77
1681116977.065022,1857.44,28300.78
1681116978.0724893,1857.45,28300.77
1681116978.9672344,1857.45,28300.77
1681116979.8668709,1857.44,28300.78
1681116980.7594671,1857.44,28300.78
1681116981.7222064,1857.44,28300.77
1681116982.748616,1857.45,28300.77
1681116983.8699977,1857.45,28300.77
1681116984.8381221,1857.45,28300.78
1681116985.8166933,1857.45,28300.78
1681116986.842647,1857.44,28300.78
1681116987.8656025,1857.45,28300.77
1681116988.894485,1857.45,28300.77
1681116989.9122324,1857.45,28300.77
1681116990.940173,1857.45,28300.77
1681116991.9848714,1857.44,28300.77
1681116992.936198,1857.45,28300.77
1681116993.832007,1857.44,28300.77
1681116994.7783341,1857.44,28300.78
1681116995.7153122,1857.44,28300.77
1681116996.6091356,1857.45,28300.78
1681116997.5949392,1857.45,28300.78
1681116998.6169887,1857.45,28300.77
1681116999.6401477,1857.45,28300.78
1681117000.554217,1857.45,28300.78
1681117001.5225055,1857.44,28300.78
1681117002.4297898,1857.45,28300.77
1681117003.428347,1857.44,28300.78
1681117004.3496795,1857.45,28300.78
1681117005.3482146,1857.45,28300.78
1681117006.3184764,1857.44,28300.77
1681117007.84095,1857.44,28300.78
1681117009.0649295,1857.45,28300.77
1681117010.6001196,1857.45,28300.78
1681117011.627251,1857.44,28300.78
1681117012.556126,1857.44,28300.77
1681117013.4635437,1857.44,28300.77
1681117014.8508391,1857.44,28300.77
1681117016.8723426,1857.27,28300.77
1681117018.8906329,1857.27,28298.01
1681117019.916159,1857.27,28298.01
1681117020.821768,1857.26,28298.01
1681117021.89252,1857.26,28298.01
1681117022.8259647,1857.26,28298.0
1681117023.8100946,1857.26,28298.01
1681117024.839153,1857.26,28297.43
1681117025.8581328,1857.05,28296.34
1681117027.3762803,1857.06,28296.34
1681117028.3161392,1857.06,28296.25
1681117029.2336006,1857.06,28296.25
1681117030.2583961,1857.06,28295.16
1681117031.2983565,1857.05,28295.16
1681117032.466757,1857.06,28295.16
1681117033.4609325,1857.05,28295.16
1681117034.4642568,1857.05,28295.17
1681117035.4859543,1857.06,28295.17
1681117036.4012241,1857.05,28295.16
1681117037.2939625,1857.05,28295.16
1681117038.2460127,1857.36,28295.15
1681117039.4271436,1857.36,28295.16
1681117040.4986734,1857.47,28298.55
1681117041.5266209,1857.6,28298.56
1681117042.456446,1857.6,28300.78
1681117043.467626,1857.63,28300.78
1681117044.3978157,1857.63,28304.87
1681117045.4268804,1857.99,28304.88
1681117046.415986,1858.0,28304.88
1681117047.317326,1857.99,28304.88
1681117048.3882093,1857.99,28304.88
1681117049.4152765,1858.0,28304.87
1681117050.4405425,1858.09,28304.88
1681117051.3994172,1858.09,28304.87
1681117052.321644,1858.1,28304.87
1681117053.2500815,1858.1,28304.87
1681117054.1923318,1858.1,28304.88
1681117055.2695627,1858.09,28304.87
1681117056.267679,1858.06,28304.88
1681117057.262152,1858.02,28304.87
1681117058.2133272,1857.85,28304.88
1681117059.1093328,1857.71,28304.87
1681117060.1601863,1857.71,28304.88
1681117061.1438885,1857.71,28304.87
1681117062.1049168,1857.71,28304.88
1681117063.1280267,1857.71,28304.88
1681117064.1642785,1857.7,28304.88
1681117065.250696,1857.7,28304.87
1681117066.2583685,1857.6,28304.87
1681117067.3273191,1857.6,28304.87
1681117068.2494924,1857.55,28304.87
1681117069.205705,1857.55,28304.87
1681117070.3085766,1857.55,28304.87
1681117071.5570514,1857.4,28300.93
1681117072.7419798,1857.26,28300.81
1681117073.8840427,1857.06,28296.89
1681117074.90482,1857.06,28296.9
1681117076.851013,1857.05,28296.9
1681117078.780453,1857.05,28294.34
1681117079.8197904,1857.06,28294.34
1681117081.2638648,1857.05,28294.35
1681117082.2011607,1857.05,28294.35
1681117083.202697,1857.05,28294.34
1681117084.222372,1857.05,28294.35
1681117085.6845038,1857.05,28294.91
1681117086.7852309,1857.05,28295.97
1681117087.809154,1857.06,28296.22
1681117088.8273695,1857.06,28296.21
1681117089.854469,1857.06,28296.21
1681117090.8884234,1857.06,28296.22
1681117091.8027449,1857.06,28296.21
1681117092.8252409,1857.07,28296.22
1681117093.857176,1857.21,28296.22
1681117094.8858232,1857.26,28297.31
1681117095.904628,1857.25,28297.32
1681117096.925693,1857.26,28297.31
1681117097.824082,1857.25,28297.46
1681117098.8722248,1857.28,28297.45
1681117099.8923037,1857.31,28297.45
1681117100.9144716,1857.3,28297.46
1681117101.9506392,1857.36,28297.46
1681117102.9651496,1857.36,28297.46
1681117103.9949179,1857.36,28297.46
1681117105.0164945,1857.36,28297.46
1681117106.0395124,1857.36,28297.46
1681117107.0600617,1857.36,28297.46
1681117108.0814924,1857.35,28297.46
1681117109.105146,1857.36,28297.45
1681117110.2348678,1857.35,28297.46
1681117111.259564,1857.35,28297.46
1681117112.3857725,1857.35,28297.45
1681117113.4138286,1857.35,28297.46
1681117114.4393024,1857.35,28297.46
1681117115.4569244,1857.35,28297.45
1681117116.4293442,1857.36,28297.46
1681117117.405501,1857.36,28297.46
1681117118.3217235,1857.36,28297.46
1681117119.306657,1857.36,28297.46
1681117120.2673447,1857.36,28297.46
1681117121.2905974,1857.36,28297.45
1681117122.3230507,1857.36,28297.45
1681117123.4579268,1857.36,28297.45
1681117124.4707596,1857.36,28297.45
1681117125.4890416,1857.35,28297.45
1681117126.4779449,1857.36,28297.45
1681117127.458178,1857.36,28297.45
1681117128.4151266,1857.36,28297.45
1681117129.3103423,1857.36,28297.46
1681117130.195127,1857.35,28297.45
1681117131.1258163,1857.35,28297.46
1681117131.9998927,1857.35,28297.45
1681117133.0680988,1857.35,28297.46
1681117134.0922506,1857.35,28297.46
1681117135.1240196,1857.35,28297.45
1681117136.259546,1857.36,28297.45
1681117138.206927,1857.36,28297.46
1681117139.5700254,1857.35,28297.45
1681117141.0546465,1857.35,28297.46
1681117142.0817568,1857.35,28297.46
1681117143.1073003,1857.35,28297.45
1681117144.08039,1857.35,28297.45
1681117145.0022078,1857.35,28297.45
1681117146.0760062,1857.35,28297.46
1681117147.202312,1857.35,28297.46
1681117148.1418748,1857.36,28296.89
1681117149.1464453,1857.36,28296.89
1681117150.1692317,1857.36,28296.89
1681117151.7176056,1857.36,28296.89
1681117152.6718638,1857.36,28296.88
1681117154.0614996,1857.3,28296.88
1681117155.2123907,1857.25,28296.88
1681117156.222907,1857.25,28296.88
1681117157.747338,1857.25,28296.89
1681117158.7701147,1857.25,28296.88
1681117159.7960398,1857.26,28296.88
1681117160.8191202,1857.25,28296.88
1681117162.3588297,1857.25,28296.89
1681117163.3868654,1857.25,28296.88
1681117164.406364,1857.25,28296.89
1681117165.4069996,1857.25,28296.89
1681117166.967503,1857.25,28296.88
1681117168.08841,1857.1,28296.88
1681117169.1184533,1857.1,28296.31
1681117170.1368186,1857.08,28296.22
1681117171.1600223,1857.08,28295.46
1681117172.1911643,1857.08,28295.46
1681117173.213207,1857.05,28295.46
1681117174.1833158,1857.02,28295.16
1681117175.267052,1857.02,28295.17
1681117176.307153,1857.03,28295.17
1681117177.3046782,1857.03,28295.17
1681117178.3315148,1857.03,28295.17
1681117179.3560214,1857.18,28295.17
1681117180.3782673,1857.24,28295.17
1681117181.4117527,1857.24,28295.17
1681117182.4303994,1857.24,28295.17
1681117183.4372926,1857.23,28295.17
1681117184.4741626,1857.24,28295.16
1681117185.5127263,1857.23,28295.16
1681117186.73337,1857.23,28295.16
1681117187.851258,1857.23,28295.17
1681117188.8763037,1857.24,28295.16
1681117189.898628,1857.24,28295.16
1681117190.9242935,1857.24,28295.16
1681117191.9665508,1857.24,28295.16
1681117192.9753518,1857.23,28295.16
1681117194.1055553,1857.23,28295.17
1681117195.127994,1857.23,28295.16
1681117196.156533,1857.23,28295.16
1681117197.171715,1857.23,28295.16
1681117293.953505,1857.5,28288.98
1681117295.0090153,1857.49,28288.99
1681117295.9943247,1857.49,28288.99
1681117297.0142236,1857.5,28288.99
1681117297.9616823,1857.5,28288.99
1681117299.4694347,1857.49,28288.99
1681117300.921953,1857.4,28288.99
1681117301.9325452,1857.4,28288.99
1681117302.9491684,1857.4,28288.99
1681117303.8243406,1857.4,28288.99
1681117304.897605,1857.4,28288.99
1681117305.9248378,1857.4,28288.98
1681117307.047178,1857.39,28288.99
1681117308.0706053,1857.4,28288.99
1681117309.0190752,1857.3,28288.99
1681117310.1217356,1857.29,28288.99
1681117311.14238,1857.3,28288.99
1681117312.166801,1857.3,28288.99
1681117313.1590123,1857.3,28288.98
1681117314.060044,1857.29,28288.99
1681117314.9577482,1857.29,28288.99
1681117315.9044273,1857.29,28288.98
1681117316.9786637,1857.01,28288.98
